Image1.jpg	4026	86	-0.336255	-0.410415	181	181	181
Image1.jpg	5980	1050	0.0639898	-0.33851	213	213	213
Image1.jpg	5986	302	0.34717	0.315136	171	171	171
Image1.jpg	344	1376	-0.226592	0.26787	178	178	178
Image1.jpg	345	2737	0.0469173	-0.340505	136	136	136
Image1.jpg	341	1277	0.156923	0.301672	128	128	128
Image1.jpg	343	3822	-0.145701	0.441621	197	197	197
Image1.jpg	2918	1349	0.0209359	0.360775	157	157	157
Image1.jpg	3996	2480	-0.325605	-0.138986	246	246	246
Image1.jpg	3995	1796	-0.335581	0.250193	254	254	254
Image1.jpg	348	3884	-0.232243	0.172751	163	163	163
Image1.jpg	3992	1231	-0.125602	-0.292069	187	187	187
Image1.jpg	3991	3272	-0.310217	-0.26966	160	160	160
Image1.jpg	4686	584	-0.0965254	-0.297452	188	188	188
Image1.jpg	6487	1480	0.128993	0.314208	122	122	122
Image1.jpg	6357	819	-0.405025	-0.195178	164	164	164
Image1.jpg	6970	2310	-0.400663	-0.235565	194	194	194
Image1.jpg	6150	1361	-0.239521	0.152693	216	216	216
Image1.jpg	6152	3626	0.0620718	-0.300797	160	160	160
Image1.jpg	4685	1631	-0.389903	0.155607	255	255	255
Image1.jpg	6155	1635	0.259454	-0.422272	152	152	152
Image1.jpg	2919	2884	0.247181	0.42206	175	175	175
Image1.jpg	4934	1066	-0.176999	0.201764	252	252	252
Image1.jpg	6342	3183	-0.0641985	-0.237187	160	160	160
Image1.jpg	6796	3533	-0.0889252	0.442564	157	157	157
Image1.jpg	4731	1546	-0.217781	0.444231	244	244	244
Image1.jpg	4736	972	0.344997	-0.120236	167	167	167
Image1.jpg	4936	2852	0.0737947	-0.361934	233	233	233
Image1.jpg	2318	1524	0.171585	-0.382982	168	168	168
Image1.jpg	2314	18	-0.121687	0.426915	186	186	186
Image1.jpg	2315	2202	-0.185817	-0.261173	193	193	193
Image1.jpg	2313	1571	0.130558	0.378445	129	129	129
Image1.jpg	2310	2059	0.320265	-0.271795	176	176	176
Image1.jpg	6799	1384	-0.321562	0.305852	237	237	237
Image1.jpg	4527	245	-0.0369546	0.370084	177	177	177
Image1.jpg	5856	2941	0.103238	-0.36859	157	157	157
Image1.jpg	5857	1479	-0.170704	-0.0871229	182	182	182
Image1.jpg	5850	2321	-0.317689	0.423567	255	255	255
Image1.jpg	298	10	0.320852	0.145963	166	166	166
Image1.jpg	299	1809	0.188165	0.275773	142	142	142
Image1.jpg	296	859	-0.149356	0.0113844	169	169	169
Image1.jpg	294	406	-0.310837	0.000710551	203	203	203
Image1.jpg	292	1177	0.0875638	0.0898871	248	248	248
Image1.jpg	4833	2088	0.358564	0.24567	136	136	136
Image1.jpg	290	2	0.0704977	0.345417	201	201	201
Image1.jpg	291	696	-0.0863665	-0.337096	224	224	224
Image1.jpg	3773	3872	-0.381315	-0.0432791	216	216	216
Image1.jpg	3772	817	-0.246231	-0.404313	192	192	192
Image1.jpg	3771	3669	-0.246002	-0.125441	165	165	165
Image1.jpg	4832	729	-0.112217	-0.271138	166	166	166
Image1.jpg	3775	2916	-0.20092	-0.0286922	172	172	172
Image1.jpg	6582	875	0.330518	0.390699	134	134	134
Image1.jpg	4523	2215	0.299325	0.0992638	174	174	174
Image1.jpg	3779	3901	0.199025	0.0883835	177	177	177
Image1.jpg	3778	2580	0.103079	0.351755	160	160	160
Image1.jpg	271	1372	0.0630573	0.218511	141	141	141
Image1.jpg	272	987	-0.138136	0.113778	187	187	187
Image1.jpg	273	3928	0.377263	0.0998057	147	147	147
Image1.jpg	275	2462	-0.0488403	-0.350291	158	158	158
Image1.jpg	4653	84	-0.159962	0.43676	189	189	189
Image1.jpg	277	3760	0.202544	-0.330096	158	158	158
Image1.jpg	279	1179	-0.242348	-0.161986	204	204	204
Image1.jpg	4836	1026	-0.113434	0.235827	206	206	206
Image1.jpg	6586	2285	0.294587	0.207113	130	130	130
Image1.jpg	3211	3620	-0.144481	-0.433096	198	198	198
Image1.jpg	6728	1232	0.317818	0.218147	150	150	150
Image1.jpg	6584	1609	0.342904	-0.21896	138	138	138
Image1.jpg	2269	3376	-0.245029	0.295676	234	234	234
Image1.jpg	2263	1004	0.256037	0.409192	162	162	162
Image1.jpg	2260	318	0.194997	0.0380346	173	173	173
Image1.jpg	2266	3678	0.0639047	-0.083077	171	171	171
Image1.jpg	2267	2473	-0.0052007	-0.0798352	148	148	148
Image1.jpg	2264	194	-0.0821152	0.301101	156	156	156
Image1.jpg	2265	1618	-0.135926	-0.191376	205	205	205
Image1.jpg	2440	1596	0.365307	-0.0391401	125	125	125
Image1.jpg	2441	1801	-0.202476	-0.29244	167	167	167
Image1.jpg	2447	2365	0.310735	-0.26126	137	137	137
Image1.jpg	2444	1019	0.190299	-0.0274668	144	144	144
Image1.jpg	6272	816	0.0615447	0.0351126	137	137	137
Image1.jpg	2448	262	-0.122027	-0.37844	189	189	189
Image1.jpg	103	3259	0.342047	-0.0509273	155	155	155
Image1.jpg	5486	1437	-0.211827	-0.329803	239	239	239
Image1.jpg	107	1417	0.180743	-0.181384	247	247	247
